【Hero.csv】
ID,ScriptName,CNName,FirstName,SecondName,EnglishName,ClanID,CultureID,GenerateType,AppearanceID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
string,string,string,string,string,string,string,cultureID,string,int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
骑砍ID,剧本中文名,简体中文名,姓氏,名,罗马音名,家族ID,文化,生成类型,外观模版,生年,登场,终年,死因,父亲,父亲编号,祖父,祖父编号,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,喜好,物欲,饮酒,出身,武具,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,特殊合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,流亡之章,姓名,身份,立场,所属势力,所属据点,所属流派,乱麻之章,姓名,身份,立场,所属势力,所属据点,所属流派,日轮之章,姓名,身份,立场,所属势力,所属据点,所属流派,升龙之章,姓名,身份,立场,所属势力,所属据点,所属流派,覇道之章,姓名,身份,立场,所属势力,所属据点,所属流派,转变之章,姓名,身份,立场,所属势力,所属据点,所属流派,浪华之章,姓名,身份,立场,所属势力,所属据点,所属流派,太平之章,姓名,身份,立场,所属势力,所属据点,所属流派,梦幻之章,姓名,身份,立场,所属势力,所属据点,所属流派
lord_1_oda_4,織田信忠,织田信忠,织田,信忠,Oda Nobutada,clan_oda_1,kinai,精确匹配织丰,,1557,1571,1582,战死,织田信长,195,织田信秀,803,织田有乐 织田信胜 织田信雄 织田信包 织田信孝 织田信长 织田秀信 津田信澄 织田信秀,只限武将,0,0,温和,普通,普通,轻率,重视情义,77,南蛮物,无欲,普通,平氏,刀剑,78,60,65,57,78,2,1,2,0,2,2,2,0,1,1,1,2,3,1,2,1,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,未登场,织田信忠,部将,陪臣（织田信长）,织田家,那古野城,无,未登场,织田信忠,部将,陪臣（织田信长）,织田家,清洲城,无,未登场,织田信忠,部将,直臣,织田家,清洲城,无,未登场,织田信忠,部将,直臣,织田家,岐阜城,无,已登场,织田信忠,家老,直臣,织田家,岐阜城,无,已登场,织田信忠,国主,直臣,织田家,岐阜城,无,已死亡,织田信忠,无效,无效,无,无效,无,已死亡,织田信忠,无效,无效,无,无效,无,已登场,织田信忠,浪人,其他,无,小田原之町,无
lord_1_oda,織田信長,织田信长,织田,信长,Oda Nobunaga,clan_oda_1,kinai,精确匹配织丰,,1534,1554,1582,战死,织田信秀,803,织田信定,###,织田有乐 织田信胜 织田信雄 织田信包 织田信孝 织田信忠 织田秀信 津田信澄 织田信秀 织田信光,只限武将,0,0,性急,勇敢,理想,轻率,普通,100,南蛮物,贪心,滴酒不沾,平氏,枪,96,70,97,91,99,4,3,4,2,2,2,3,1,4,2,2,3,3,3,3,1,齐攻，齐射，枪炮乱射,强袭，拔突，急所击，刚弓，铁壁，丢钱,风雅之士,不可,,"主角明智光秀，本能寺之变
主角丰臣秀吉，山崎之战凯旋后
主角九鬼嘉隆，救出泷川一益后",已登场,织田信长,部将,直臣,织田家,那古野城,无,已登场,织田信长,大名,首领,织田家,清洲城,无,已登场,织田信长,大名,首领,织田家,清洲城,无,已登场,织田信长,大名,首领,织田家,岐阜城,无,已登场,织田信长,大名,首领,织田家,岐阜城,无,已登场,织田信长,大名,首领,织田家,安土城,无,已死亡,织田信长,无效,无效,无,无效,无,已死亡,织田信长,无效,无效,无,无效,无,已登场,织田信长,浪人,其他,无,小田原之町,无
lord_1_oda_masashige,織田秀信,织田秀信,织田,秀信,Oda Masashige,clan_oda_1,kinai,家族和文化自动推断,,1580,1594,1605,病死,织田信忠,194,织田信长,195,织田信雄 织田信孝 织田信忠 织田信长,只限武将,5,5,温和,胆小,现实,轻率,普通,23,南蛮物,普通,普通,平氏,刀剑,16,24,29,31,79,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,无,强袭,无,一般条件,,,未登场,织田秀信,足轻组头,陪臣（织田信忠）,织田家,那古野城,无,未登场,织田秀信,足轻组头,陪臣（织田信忠）,织田家,清洲城,无,未登场,织田秀信,足轻组头,陪臣（织田信忠）,织田家,清洲城,无,未登场,织田秀信,足轻组头,陪臣（织田信忠）,织田家,岐阜城,无,未登场,织田秀信,足轻组头,陪臣（织田信忠）,织田家,岐阜城,无,未登场,织田秀信,足轻组头,陪臣（织田信忠）,织田家,岐阜城,无,未登场,织田秀信,足轻组头,直臣,羽柴家,石山本愿寺,无,已登场,织田秀信,大名,首领,织田家,岐阜城,无,已登场,织田秀信,浪人,其他,无,小田原之町,无
lord_1_kodera,小寺政職,小寺政职,小寺,政职,Kodera Masamoto,clan_kodera_1,kinai,精确匹配织丰,,1523,1554,1582,病死,,,,,,只限武将,80,80,普通,胆小,普通,普通,不重情义,54,艺术品,贪心,普通,源氏,刀剑,49,39,55,56,47,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,无,强袭,无,无要求,,,已登场,小寺政职,城主,直臣,赤松家,御着城,无,已登场,小寺政职,城主,直臣,赤松家,御着城,无,已登场,小寺政职,城主,直臣,赤松家,御着城,无,已登场,小寺政职,城主,直臣,赤松家,御着城,无,已登场,小寺政职,城主,直臣,赤松家,姬路城,无,已死亡,小寺政职,无效,无效,无,无效,无,已死亡,小寺政职,无效,无效,无,无效,无,已死亡,小寺政职,无效,无效,无,无效,无,已登场,小寺政职,家老,直臣,小笠原家,小仓城,无
lord_1_jingu_motomichi,小島彌太郎,小岛弥太郎,小岛,弥太郎,Jingu Motomichi,clan_jingu_1,sanyo,基于分组自动创建家族,,1522,1554,1582,病死,,,,,,只限武将,15,15,温和,勇敢,普通,慎重,普通,61,武具,贪心,嗜酒如命,其他,枪,56,88,5,12,59,2,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,无,强袭，连续斩，拔突，粘花，刚弓，卷枪，引落，柄返，刚力，铁壁,无,一般条件,,,已登场,小岛弥太郎,足轻大将,直臣,长尾家,春日山城,无,已登场,小岛弥太郎,足轻大将,直臣,长尾家,春日山城,无,已登场,小岛弥太郎,足轻大将,直臣,长尾家,春日山城,无,已登场,小岛弥太郎,足轻大将,直臣,上杉家,春日山城,无,已登场,小岛弥太郎,足轻大将,直臣,上杉家,春日山城,无,已登场,小岛弥太郎,足轻大将,直臣,上杉家,春日山城,无,已死亡,小岛弥太郎,无效,无效,无,无效,无,已死亡,小岛弥太郎,无效,无效,无,无效,无,已登场,小岛弥太郎,水夫,直臣,村上水军,三岛之砦,无
lord_1_oniniwa_tsunemasa,鬼庭左月,鬼庭左月,鬼庭,左月,Oniniwa Tsunemasa,clan_oniniwa_1,ou,家族和文化自动推断,,1513,1554,1585,战死,,,,,鬼庭纲元,只限武将,64,64,普通,勇敢,普通,轻率,重视情义,31,武具,无欲,普通,藤原氏,刀剑,72,69,48,43,56,2,2,0,1,2,2,3,0,0,0,0,0,1,0,0,1,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,已登场,鬼庭良直,部将,直臣,伊达家,米泽城,无,已登场,鬼庭良直,部将,直臣,伊达家,米泽城,无,已登场,鬼庭良直,部将,直臣,伊达家,米泽城,无,已登场,鬼庭良直,部将,直臣,伊达家,米泽城,无,已登场,鬼庭左月,部将,直臣,伊达家,米泽城,无,已登场,鬼庭左月,部将,直臣,伊达家,米泽城,无,已登场,鬼庭左月,家老,直臣,伊达家,米泽城,无,已死亡,鬼庭左月,无效,无效,无,无效,无,已登场,鬼庭左月,头目,首领,户隐众,户隐之里,无
lord_1_oniniwa_2,鬼庭綱元,鬼庭纲元,鬼庭,纲元,Oniniwa Tsunamoto,clan_oniniwa_1,ou,精确匹配织丰,,1549,1563,1640,病死,鬼庭左月,199,,,鬼庭左月,只限武将,64,64,温和,普通,现实,普通,普通,51,书籍,普通,普通,藤原氏,刀剑,60,55,64,61,69,1,2,1,0,0,0,0,0,1,2,0,2,1,2,1,0,无,强袭,无,无要求,,,未登场,鬼庭纲元,足轻组头,陪臣（鬼庭良直）,伊达家,米泽城,无,未登场,鬼庭纲元,足轻组头,陪臣（鬼庭良直）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭良直）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭良直）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭左月）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭左月）,伊达家,米泽城,无,已登场,鬼庭纲元,足轻组头,陪臣（鬼庭左月）,伊达家,米泽城,无,已登场,茂庭纲元,部将,直臣,伊达家,仙台城,无,已登场,鬼庭纲元,上忍,直臣,户隐众,户隐之里,无
lord_1_sugiya_zenjubou,小野鎮幸,小野镇幸,小野,镇幸,Sugiya Zenjubou,clan_sugiya_1,ou,基于分组自动创建家族,,1545,1559,1609,病死,,,,,,全职种,89,89,普通,勇敢,现实,普通,普通,47,武具,普通,普通,其他,刀剑,63,72,45,53,60,1,3,2,2,1,2,1,1,0,0,0,0,0,0,0,0,无,强袭，拔突，铁壁,无,无要求,,,未登场,小野镇幸,侍大将,直臣,大友家,府内城,无,未登场,小野镇幸,足轻大将,陪臣（户次鉴连）,大友家,府内城,无,已登场,小野镇幸,侍大将,直臣,大友家,府内城,无,已登场,小野镇幸,侍大将,直臣,大友家,府内城,无,已登场,小野镇幸,侍大将,直臣,大友家,府内城,无,已登场,小野镇幸,侍大将,陪臣（立花道雪）,大友家,立花山城,无,已登场,小野镇幸,侍大将,陪臣（立花宗茂）,大友家,立花山城,无,已登场,小野镇幸,部将,直臣,立花家,柳川城,无,已登场,小野镇幸,家老,直臣,小笠原家,小仓城,无
lord_1_sugiya_bou,小野善鬼,小野善鬼,小野,善鬼,Sugiya Bou Shouzan,clan_sugiya_1,ou,基于分组自动创建家族,,1563,1577,1592,战死,,,,,,全职种,9,40,性急,勇敢,普通,轻率,普通,78,武具,贪心,嗜酒如命,其他,刀剑,21,90,11,8,45,1,1,0,0,2,4,2,3,0,0,0,0,0,0,0,0,无,强袭，连续斩，切落，绝妙剑，拂舍刀，拔突，二连苦无，半月，刚弓，金翅鸟王剑，当身，梦想剑，刚力，独妙剑，铁壁，辱骂,剑豪,一般条件,,,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,未登场,小野善鬼,浪人,其他,无,佐仓之町,无,已登场,小野善鬼,浪人,其他,无,佐仓之町,一刀流,已登场,小野善鬼,浪人,其他,无,佐仓之町,一刀流,已死亡,小野善鬼,无效,无效,无,无效,无,已登场,小野善鬼,中忍,直臣,户隐众,户隐之里,无
lord_1_sugiya_satayu,小野忠明,小野忠明,小野,忠明,Sugiya Satayu,clan_sugiya_1,ou,基于分组自动创建家族,,1569,1583,1628,病死,,,,,,只限武将,90,10,普通,胆小,普通,轻率,普通,68,武具,普通,普通,其他,刀剑,44,90,9,52,58,1,0,0,0,1,4,3,0,0,0,0,0,1,0,0,0,无,强袭，连续斩，切落，绝妙剑，拂舍刀，拔突，金翅鸟王剑，当身，梦想剑，刚力，独妙剑，铁壁，辱骂,剑豪,一般条件,,,未登场,御子神典膳,浪人,其他,无,木更津之町,无,未登场,御子神典膳,浪人,其他,无,木更津之町,无,未登场,御子神典膳,浪人,其他,无,木更津之町,无,未登场,御子神典膳,浪人,其他,无,木更津之町,无,未登场,御子神典膳,浪人,其他,无,木更津之町,无,已登场,御子神典膳,浪人,其他,无,木更津之町,无,已登场,御子神典膳,浪人,其他,无,木更津之町,无,已登场,小野忠明,足轻大将,直臣,德川家,江户城,小野一刀流,已登场,御子神典膳,浪人,其他,无,丸龟之町,无
lord_1_sugiya_kagemune,小野寺輝道,小野寺辉道,小野,寺辉道,Sugiya Kagemune,clan_sugiya_1,ou,基于分组自动创建家族,,1536,1554,1597,病死,,,,,小野寺义道,只限武将,2,2,普通,胆小,普通,普通,普通,67,艺术品,贪心,嗜酒如命,藤原氏,刀剑,63,49,60,66,51,1,1,1,0,1,1,2,0,1,2,1,0,2,1,0,1,无,强袭,无,一般条件,,,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,大名,首领,小野寺家,横手城,无,已登场,小野寺辉道,家老,直臣,小野寺家,横手城,无,已登场,小野寺辉道,家老,直臣,小野寺家,横手城,无,已死亡,小野寺辉道,无效,无效,无,无效,无,已登场,小野寺辉道,部将,直臣,小笠原家,小仓城,无
lord_1_onodera_3,小野寺義道,小野寺义道,小野,寺义道,Onodera Yoshimichi,clan_onodera_1,ou,精确匹配织丰,,1566,1580,1645,病死,小野寺辉道,204,,,小野寺辉道,只限武将,2,2,温和,胆小,普通,普通,普通,55,艺术品,普通,普通,藤原氏,刀剑,51,48,55,59,39,1,0,1,0,0,1,0,1,0,1,0,0,2,2,1,1,无,强袭,无,无要求,,,未登场,小野寺义道,家老,直臣,小野寺家,横手城,无,未登场,小野寺义道,部将,陪臣（小野寺辉道）,小野寺家,横手城,无,未登场,小野寺义道,家老,直臣,小野寺家,横手城,无,未登场,小野寺义道,家老,直臣,小野寺家,横手城,无,未登场,小野寺义道,家老,直臣,小野寺家,横手城,无,已登场,小野寺义道,大名,首领,小野寺家,横手城,无,已登场,小野寺义道,大名,首领,小野寺家,横手城,无,已登场,小野寺义道,大名,首领,小野寺家,横手城,无,已登场,小野寺义道,部将,直臣,小笠原家,小仓城,无
lord_1_obata_kanbei,小幡勘兵衛,小幡勘兵卫,小幡,勘兵卫,Obata Kanbei,clan_obata_1,tosan,家族和文化自动推断,,1572,1586,1663,病死,,,,,,全职种,60,60,普通,勇敢,普通,慎重,普通,71,书籍,贪心,普通,藤原氏,刀剑,60,52,7,68,49,2,1,2,1,1,1,4,0,1,0,1,2,0,3,0,2,风林火山,强袭,无,无要求,,,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,踯躅崎馆,无,未登场,小幡勘兵卫,足轻组头,直臣,武田家,甲府城,无,未登场,小幡勘兵卫,足轻组头,直臣,德川家,滨松城,无,已登场,小幡勘兵卫,足轻组头,直臣,德川家,江户城,无,已登场,小幡勘兵卫,部将,直臣,小笠原家,小仓城,无
lord_1_kashin_koji,小濱景隆,小滨景隆,小滨,景隆,Kashin Koji,clan_kashin_1,neutral_culture,基于分组自动创建家族,,1541,1554,1606,病死,,,,,小滨光隆,全职种,88,88,温和,普通,普通,普通,普通,55,武具,贪心,普通,其他,刀剑,56,55,25,57,43,1,0,2,3,2,2,2,1,2,0,0,1,0,1,0,0,焙烙,强袭，拔突，刚弓，铁壁,无,无要求,,,未登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船头,直臣,骏河水军,清水之砦,无,已登场,小滨景隆,船大将,直臣,江户水军,清水之砦,无,已登场,小滨景隆,家老,直臣,小笠原家,小仓城,无
lord_1_sako_toutarou,飯富虎昌,饭富虎昌,饭富,虎昌,Sako Toutarou,clan_sako_1,tosan,基于分组自动创建家族,,1504,1554,1565,战死,饭富道悦,1309,,,山县昌景,只限武将,57,57,温和,普通,普通,普通,重视情义,46,武具,普通,普通,源氏,刀剑,75,82,47,48,78,2,3,1,0,2,2,2,0,1,0,1,0,0,0,0,1,无,强袭，拔突，刚弓，铁壁,无,无要求,,,已登场,饭富虎昌,部将,直臣,武田家,踯躅崎馆,无,已登场,饭富虎昌,家老,直臣,武田家,踯躅崎馆,无,已登场,饭富虎昌,家老,直臣,武田家,踯躅崎馆,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已死亡,饭富虎昌,无效,无效,无,无效,无,已登场,饭富虎昌,上忍,直臣,伊贺众,伊贺之里,无
lord_1_oyamada,小山田信茂,小山田信茂,小山田,信茂,Oyamada Nobushige,clan_oyamada_1,tosan,精确匹配织丰,,1539,1559,1582,战死,,,,,,全职种,59,59,温和,勇敢,现实,轻率,不重情义,78,武具,贪心,普通,平氏,刀剑,65,74,57,72,67,2,2,1,0,3,2,1,0,1,0,0,1,1,1,0,0,无,强袭，拔突，刚弓，铁壁,无,一般条件,,,未登场,小山田信茂,侍大将,陪臣（小山田信有）,武田家,踯躅崎馆,无,未登场,小山田信茂,侍大将,直臣,武田家,踯躅崎馆,无,已登场,小山田信茂,部将,直臣,武田家,踯躅崎馆,无,已登场,小山田信茂,部将,直臣,武田家,踯躅崎馆,无,已登场,小山田信茂,部将,直臣,武田家,踯躅崎馆,无,已登场,小山田信茂,城主,直臣,武田家,岩殿城,无,已死亡,小山田信茂,无效,无效,无,无效,无,已死亡,小山田信茂,无效,无效,无,无效,无,已登场,小山田信茂,家老,直臣,小笠原家,小仓城,无
lord_1_kai,甲斐宗運,甲斐宗运,甲斐,宗运,Kai Soun,clan_kai_1,saikai,精确匹配织丰,,1515,1554,1584,病死,,,,,,全职种,50,50,普通,勇敢,普通,普通,普通,56,书籍,普通,普通,藤原氏,刀剑,81,59,69,86,74,3,2,2,0,1,1,3,0,1,0,0,0,3,3,1,2,无,强袭,无,一般条件,,,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已登场,甲斐宗运,家老,直臣,阿苏家,岩尾城,无,已死亡,甲斐宗运,无效,无效,无,无效,无,已死亡,甲斐宗运,无效,无效,无,无效,无,已登场,甲斐宗运,浪人,其他,无,柳川之町,无
lord_1_kazuyama_ujimoto,海北綱親,海北纲亲,海北,纲亲,Kazuyama Ujimoto,clan_kazuyama_1,kinai,基于分组自动创建家族,,1510,1554,1573,战死,,,,,,全职种,70,70,普通,勇敢,普通,慎重,重视情义,45,武具,普通,嗜酒如命,藤原氏,刀剑,63,70,42,61,59,2,1,2,1,1,1,2,0,0,1,1,0,1,0,1,1,无,强袭,无,无要求,,,已登场,海北纲亲,家老,直臣,浅井家,小谷城,无,已登场,海北纲亲,家老,直臣,浅井家,小谷城,无,已登场,海北纲亲,家老,直臣,浅井家,小谷城,无,已登场,海北纲亲,家老,直臣,浅井家,小谷城,无,已死亡,海北纲亲,无效,无效,无,无效,无,已死亡,海北纲亲,无效,无效,无,无效,无,已死亡,海北纲亲,无效,无效,无,无效,无,已死亡,海北纲亲,无效,无效,无,无效,无,已登场,海北纲亲,头领,首领,安东水军,十三凑之砦,无
lord_1_kagawa_chikawa,香川親和,香川亲和,香川,亲和,Kagawa Chikawa,clan_kagawa_1,nankai,基于分组自动创建家族,,1569,1583,1587,病死,长宗我部元亲,483,长宗我部国亲,481,吉良亲贞 吉良亲实 香宗我部亲泰 长宗我部国亲 长宗我部信亲 长宗我部元亲 长宗我部盛亲 津野亲忠,全职种,80,80,温和,普通,普通,普通,普通,30,书籍,普通,滴酒不沾,平氏,刀剑,36,42,44,21,36,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,无,强袭,无,无要求,,,未登场,香川亲和,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,香川亲和,足轻组头,陪臣（长宗我部元亲）,长宗我部家,冈丰城,无,未登场,香川亲和,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,香川亲和,足轻组头,直臣,长宗我部家,冈丰城,无,未登场,香川亲和,足轻组头,直臣,长宗我部家,冈丰城,无,已登场,香川亲和,侍大将,直臣,长宗我部家,冈丰城,无,已登场,香川亲和,城主,直臣,长宗我部家,天雾城,无,已死亡,香川亲和,无效,无效,无,无效,无,已登场,香川亲和,足轻组头,直臣,河尻家,水户城,无
lord_1_kagawa_saizou,香川元景,香川元景,香川,元景,Kagawa Saizou,clan_kagawa_1,nankai,基于分组自动创建家族,,1527,1554,1578,病死,,,,,,只限武将,60,60,普通,胆小,现实,普通,不重情义,32,艺术品,普通,普通,平氏,刀剑,35,41,42,52,34,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,无,强袭,无,无要求,,,已登场,香川元景,城主,直臣,细川家,天雾城,无,已登场,香川元景,城主,直臣,三好家,天雾城,无,已登场,香川元景,城主,直臣,三好家,天雾城,无,已登场,香川元景,城主,直臣,三好家,天雾城,无,已登场,香川元景,城主,直臣,三好家,天雾城,无,已死亡,香川元景,无效,无效,无,无效,无,已死亡,香川元景,无效,无效,无,无效,无,已死亡,香川元景,无效,无效,无,无效,无,已登场,香川元景,足轻组头,直臣,河尻家,水户城,无
